clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id
blast radius,Blast Radius,Blast Radius,1,3,ENG,3,ENG-024;ENG-073;ENG-080,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
bootstrap,Bootstrap,Bootstrap,1,33,ENG,32,ENG-027;ENG-032;ENG-037;ENG-039;ENG-041;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-068;ENG-069;ENG-071;ENG-073,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
bootstrap event,Bootstrap Events,Bootstrap Events,1,3,ENG,3,ENG-020;ENG-022;ENG-027,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
bootstrap failure,Bootstrap Failure,Bootstrap Failure,1,28,ENG,27,ENG-025;ENG-027;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-068;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
bootstrap flow,Bootstrap Flow,Bootstrap Flow,1,26,ENG,26,ENG-041;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-068;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
boundary ownership,Boundary Ownership,Boundary Ownership,1,3,ENG,3,ENG-042;ENG-043;ENG-061,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
boundary validation,Boundary Validation,Boundary Validation,1,3,ENG,3,ENG-024;ENG-036;ENG-061,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
breaking change,Breaking Change,Breaking Change,1,6,ENG,5,ENG-014;ENG-021;ENG-041;ENG-044;ENG-062,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
buffering,Buffering,Buffering,1,3,ENG,3,ENG-010;ENG-025;ENG-077,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
build environment,Build Environment,Build Environment,1,3,ENG,3,ENG-012;ENG-017;ENG-024,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
build gate,Build Gate,Build Gate,1,6,ENG,6,ENG-016;ENG-017;ENG-031;ENG-032;ENG-034;ENG-035,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
build integration,Build Integration,Build Integration,1,74,ENG,74,ENG-011;ENG-013;ENG-014;ENG-016;ENG-017;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-087;ENG-088;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
build pipeline,Build Pipeline,Build Pipeline,1,2,ENG,1,ENG-012,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
build system,Build System,Build System,1,3,ENG,1,ENG-012,DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
bulkhead,Bulkhead,Bulkhead,1,6,ENG,5,ENG-032;ENG-039;ENG-041;ENG-061;ENG-074,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
business rule,Business Rule,Business Rule,1,3,ENG,3,ENG-035;ENG-062;ENG-079,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cache,Cache,Cache,1,11,ENG,9,ENG-006;ENG-020;ENG-026;ENG-030;ENG-037;ENG-044;ENG-053;ENG-077;ENG-079,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
cache integration,Cache Integration,Cache Integration,1,8,ENG,8,ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-053,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cache invalidation,Cache Invalidation,Cache Invalidation,1,20,ENG,19,ENG-012;ENG-016;ENG-019;ENG-020;ENG-026;ENG-030;ENG-031;ENG-034;ENG-042;ENG-043;ENG-048;ENG-049;ENG-050;ENG-051;ENG-057;ENG-058;ENG-059;ENG-062;ENG-078,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cache key,Cache Key,Cache Key,1,12,ENG,12,ENG-019;ENG-026;ENG-037;ENG-043;ENG-046;ENG-048;ENG-049;ENG-058;ENG-059;ENG-062;ENG-063;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cache poisoning,Cache Poisoning,Cache Poisoning,1,3,ENG,2,ENG-037;ENG-079,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cache stampede,Cache Stampede,Cache Stampede,1,5,ENG,5,ENG-026;ENG-037;ENG-038;ENG-043;ENG-078,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cache test,Cache Test,Cache Test,1,6,ENG,6,ENG-046;ENG-050;ENG-051;ENG-058;ENG-059;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cachestore,CacheStore,CacheStore,1,2,ENG,1,ENG-037,CODIGO_INLINE;DEFINICION_EXPLICITA,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
cada paquete,Cada paquete,Cada paquete,1,1,ARQ,1,ARQ-017,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
cancellation,Cancellation,Cancellation,1,12,ENG,12,ENG-015;ENG-021;ENG-022;ENG-023;ENG-032;ENG-034;ENG-036;ENG-038;ENG-039;ENG-043;ENG-056;ENG-065,ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cancellation safety,Cancellation Safety,Cancellation Safety,1,3,ENG,3,ENG-034;ENG-055;ENG-056,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cancellation test,Cancellation Test,Cancellation Test,1,6,ENG,6,ENG-032;ENG-034;ENG-052;ENG-055;ENG-056;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
candidate,Candidate,Candidate; candidate,2,7,ENG,1,ENG-017,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
canonicalization,Canonicalization,Canonicalization,1,4,ENG,3,ENG-024;ENG-031;ENG-036,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
capability,Capability,Capability; capabilities,2,7,ENG,6,ENG-003;ENG-016;ENG-020;ENG-024;ENG-028;ENG-046,CODIGO_INLINE;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
capability declaration,Capability Declaration,Capability Declaration,1,3,ENG,3,ENG-019;ENG-024;ENG-068,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
capability registry,Capability Registry,Capability Registry,1,3,ENG,3,ENG-020;ENG-022;ENG-024,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
capability requirement,Capability Requirement,Capability Requirement; Capability Requirements,2,4,ENG,4,ENG-016;ENG-022;ENG-028;ENG-059,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
capability validation,Capability Validation,Capability Validation,1,3,ENG,3,ENG-032;ENG-057;ENG-060,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
capacidad,Capacidades,Capacidades; capacidad,2,3,ENG,3,ENG-001;ENG-002;ENG-003,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
capacity,Capacity,Capacity,1,6,ENG,2,ENG-026;ENG-071,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,3,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
capacity engineering,Capacity Engineering,Capacity Engineering,1,3,ENG,1,ENG-071,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
capacity limit,Capacity Limit,Capacity Limit; Capacity ≠ Limit,2,4,ENG,4,ENG-026;ENG-054;ENG-070;ENG-071,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
capacity planning,Capacity Planning,Capacity Planning,1,3,ENG,3,ENG-026;ENG-067;ENG-071,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
capacity test,Capacity Test,Capacity Test; capacity:test,2,3,ENG,2,ENG-067;ENG-071,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
captive dependency,Captive Dependency,Captive Dependencies; Captive Dependency,2,4,ENG,2,ENG-018;ENG-019,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cardinality,Cardinality,Cardinality,1,4,ENG,4,ENG-025;ENG-038;ENG-043;ENG-080,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
carta del proyecto,Carta del Proyecto,Carta del Proyecto,1,2,FND,1,FND-000,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
case sensitivity,Case Sensitivity,Case Sensitivity,1,4,ENG,4,ENG-005;ENG-006;ENG-011;ENG-020,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
catalog integration,Catalog Integration,Catalog Integration,1,4,ENG,4,ENG-088;ENG-091;ENG-093;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
categoria de modul,Categorías de Modules,Categorías de Modules,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
category,category,Categories; category,2,3,ENG,2,ENG-010;ENG-023,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
causation,Causation,Causation,1,4,ENG,4,ENG-032;ENG-040;ENG-041;ENG-056,ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cfg-001,CFG-001,CFG-001,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
cfg-002,CFG-002,CFG-002,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
cfg-003,CFG-003,CFG-003,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
cfg-004,CFG-004,CFG-004,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
cfg-005,CFG-005,CFG-005,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
cfg-006,CFG-006,CFG-006,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
changelog,Changelog,CHANGELOG; Changelog,2,5,ENG,5,ENG-002;ENG-006;ENG-014;ENG-017;ENG-044,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
checkpoint,Checkpoint,Checkpoint,1,4,ENG,4,ENG-040;ENG-064;ENG-076;ENG-077,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
checksum,Checksum,Checksum,1,3,ENG,3,ENG-012;ENG-079;ENG-093,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
ci integration,CI Integration,CI Integration,1,3,ENG,3,ENG-012;ENG-016;ENG-018,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
ciclo de vida,Ciclo de Vida,Ciclo de Vida; Ciclo de vida,2,3,ARQ;ENG,3,ARQ-004;ARQ-012;ENG-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
circuit breaker,Circuit Breaker,Circuit Breaker,1,7,ENG,6,ENG-022;ENG-023;ENG-030;ENG-032;ENG-039;ENG-041,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
circular dependency,Circular Dependency,Circular Dependencies; Circular Dependency,2,5,ENG,5,ENG-013;ENG-018;ENG-019;ENG-050;ENG-075,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cleanup failure,Cleanup Failure,Cleanup Failure,1,3,ENG,3,ENG-015;ENG-023;ENG-028,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
cli,CLI,CLI,1,59,ENG,57,ENG-005;ENG-007;ENG-011;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
cli integration,CLI Integration,CLI Integration,1,15,ENG,15,ENG-017;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
clock,Clock,Clock,1,6,ENG,6,ENG-009;ENG-025;ENG-034;ENG-035;ENG-038;ENG-040,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
clock skew,Clock Skew,Clock Skew,1,5,ENG,5,ENG-025;ENG-040;ENG-045;ENG-078;ENG-079,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
command,Commands,Command; Commands,2,6,ENG,5,ENG-002;ENG-005;ENG-018;ENG-034;ENG-041,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
commit,Commit,Commit,1,3,ENG,3,ENG-008;ENG-037;ENG-042,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
como,cómo,cómo,1,1,ARQ,1,ARQ-011,TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
como resolverlo,cómo resolverlo,cómo resolverlo,1,1,ARQ,1,ARQ-012,TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
compare-and-swap,Compare-And-Swap,Compare-And-Swap; Compare-and-Swap,2,3,ENG,3,ENG-038;ENG-049;ENG-078,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compatibilidad,Compatibilidad,Compatibilidad,1,2,ARQ;ENG,2,ARQ-011;ENG-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
compatibility,Compatibility,Compatibility; compatibility,2,16,ENG,14,ENG-003;ENG-008;ENG-016;ENG-021;ENG-029;ENG-031;ENG-036;ENG-037;ENG-040;ENG-041;ENG-044;ENG-057;ENG-062;ENG-094,DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL;TERMINO_DESTACADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
compatibility gate,Compatibility Gate,Compatibility Gate; Compatibility Gates,2,3,ENG,3,ENG-016;ENG-017;ENG-031,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compatibility integration,Compatibility Integration,Compatibility Integration,1,6,ENG,6,ENG-017;ENG-018;ENG-019;ENG-020;ENG-024;ENG-026,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compatibility matrix,Compatibility Matrix,Compatibility Matrix,1,6,ENG,6,ENG-009;ENG-014;ENG-016;ENG-021;ENG-028;ENG-061,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compatibility requirement,Compatibility Requirement,Compatibility Requirement; Compatibility Requirements,2,3,ENG,3,ENG-016;ENG-017;ENG-029,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compatibility test,Compatibility Test,Compatibility Test; Compatibility Tests,2,13,ENG,13,ENG-009;ENG-016;ENG-021;ENG-028;ENG-029;ENG-031;ENG-040;ENG-044;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compatibility validation,Compatibility Validation,Compatibility Validation,1,3,ENG,3,ENG-013;ENG-049;ENG-051,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compensation,Compensation,Compensation,1,5,ENG,4,ENG-034;ENG-042;ENG-065;ENG-078,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compensation rollback,Compensation ≠ Rollback,Compensation = Rollback; Compensation ≠ Rollback,2,3,ENG,3,ENG-042;ENG-052;ENG-065,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
completeness,Completeness,Completeness,1,3,ENG,3,ENG-079;ENG-080;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compliance,Compliance,Compliance,1,10,ENG,7,ENG-010;ENG-013;ENG-083;ENG-088;ENG-092;ENG-093;ENG-094,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
compliance control,Compliance Control,Compliance Control; compliance:controls,2,3,ENG,1,ENG-083,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compliance evidence,Compliance Evidence,Compliance Evidence; compliance:evidence,2,4,ENG,2,ENG-012;ENG-083,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compliance exception,Compliance Exception,Compliance Exception; compliance:exceptions,2,3,ENG,1,ENG-083,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compliance finding,Compliance Finding,Compliance Finding; compliance:findings,2,3,ENG,1,ENG-083,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compliance requirement,Compliance Requirement,Compliance Requirement; compliance:requirements,2,3,ENG,1,ENG-083,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compliant,COMPLIANT,COMPLIANT; Compliant,2,5,ENG,3,ENG-081;ENG-083;ENG-093,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
component,Componentes,Component; Componentes,2,2,ARQ;ENG,2,ARQ-010;ENG-016,ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
composition test,Composition Tests,Composition Test; Composition Tests,2,3,ENG,3,ENG-018;ENG-019;ENG-063,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
compression,Compression,Compression,1,6,ENG,5,ENG-026;ENG-031;ENG-032;ENG-044;ENG-070,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
compromiso,Compromisos,Compromiso; Compromisos,2,3,FND,3,FND-000;FND-001;FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
comunicacion entre modul,Comunicación entre Modules,Comunicación entre Modules,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
comunidad,Comunidad,Comunidad,1,2,FND,2,FND-001;FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
concepto fundamental,Conceptos Fundamentales,Conceptos Fundamentales,1,3,ENG,3,ENG-013;ENG-015;ENG-019,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
conceptual directory structure,Conceptual Directory Structure,Conceptual Directory Structure,1,27,ENG,27,ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
concurrency,Concurrency,Concurrency,1,14,ENG,12,ENG-013;ENG-015;ENG-022;ENG-026;ENG-030;ENG-034;ENG-038;ENG-039;ENG-040;ENG-041;ENG-070;ENG-072,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
concurrency conflict,Concurrency Conflict,Concurrency Conflict,1,3,ENG,3,ENG-030;ENG-039;ENG-040,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
concurrency engineering,Concurrency Engineering,Concurrency Engineering,1,4,ENG,3,ENG-026;ENG-037;ENG-038,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
concurrency integration,Concurrency Integration,Concurrency Integration,1,11,ENG,11,ENG-042;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
concurrency limit,Concurrency Limit,Concurrency Limit,1,3,ENG,3,ENG-032;ENG-044;ENG-070,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
concurrency test,Concurrency Test,Concurrency Test; Concurrency Tests,2,17,ENG,17,ENG-019;ENG-020;ENG-022;ENG-030;ENG-038;ENG-045;ENG-047;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-056;ENG-058;ENG-059;ENG-066;ENG-067,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
confidence,Confidence,Confidence,1,2,ENG,2,ENG-085;ENG-091,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
configuration,Configuration,/Configuration; Configuration,2,28,ARQ;ENG,21,ARQ-013;ENG-002;ENG-003;ENG-006;ENG-010;ENG-011;ENG-029;ENG-032;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-051;ENG-053;ENG-056,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,6,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
configuration cache,Configuration Cache,Configuration Cache,1,4,ENG,4,ENG-011;ENG-037;ENG-048;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
configuration compatibility,Configuration Compatibility,Configuration Compatibility,1,3,ENG,2,ENG-016;ENG-066,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
configuration injection,Configuration Injection,Configuration Injection,1,3,ENG,3,ENG-011;ENG-018;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
configuration integration,Configuration Integration,Configuration Integration,1,11,ENG,11,ENG-016;ENG-017;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-065;ENG-067;ENG-068,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
configuration lifecycle,Configuration Lifecycle,Configuration Lifecycle,1,3,ENG,3,ENG-011;ENG-015;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
configuration management engineering,Configuration Management Engineering,Configuration Management Engineering,1,3,ENG,2,ENG-048;ENG-049,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
configuration namespace,Configuration Namespace,Configuration Namespace,1,3,ENG,3,ENG-028;ENG-029;ENG-060,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
configuration reload,Configuration Reload,Configuration Reload,1,4,ENG,4,ENG-011;ENG-037;ENG-049;ENG-055,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
configuration resolution,Configuration Resolution,Configuration Resolution,1,3,ENG,3,ENG-027;ENG-048;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
